"opposed"	"ncit"	"year"	"biopharm"
"2280"	"not-opposed"	8	1996	0
"2281"	"opposed"	3	1994	1
"2282"	"not-opposed"	3	1989	1
"2283"	"not-opposed"	2	1992	0
"2284"	"opposed"	4	1993	1
"2285"	"not-opposed"	1	1991	1
"2286"	"opposed"	6	1994	1
"2287"	"not-opposed"	1	1992	0
"2288"	"opposed"	5	1993	1
"2289"	"not-opposed"	1	1992	1
"2290"	"not-opposed"	1	1992	0
"2291"	"not-opposed"	1	1992	0
"2292"	"not-opposed"	2	1992	1
"2293"	"not-opposed"	1	1992	1
"2294"	"opposed"	12	1994	1
"2295"	"opposed"	1	1992	1
"2296"	"opposed"	0	1992	0
"2297"	"not-opposed"	1	1994	0
"2298"	"opposed"	2	1990	1
"2299"	"opposed"	1	1993	1
"2300"	"not-opposed"	0	1992	0
"2301"	"opposed"	0	1991	0
"2302"	"not-opposed"	4	1991	1
"2303"	"opposed"	1	1993	1
"2304"	"opposed"	0	1991	0
"2305"	"opposed"	1	1990	1
"2306"	"opposed"	14	1993	1
"2307"	"opposed"	1	1992	1
"2308"	"not-opposed"	4	1990	0
"2309"	"not-opposed"	0	1993	0
"2310"	"not-opposed"	2	1991	0
"2311"	"opposed"	2	1993	1
"2312"	"not-opposed"	3	1991	0
"2313"	"not-opposed"	0	1993	0
"2314"	"not-opposed"	3	1993	1
"2315"	"not-opposed"	2	1990	1
"2316"	"not-opposed"	1	1992	0
"2317"	"opposed"	4	1991	1
"2318"	"not-opposed"	1	1993	0
"2319"	"not-opposed"	3	1992	1
"2320"	"not-opposed"	0	1994	0
"2321"	"opposed"	3	1993	1
"2322"	"opposed"	1	1991	1
"2323"	"opposed"	12	1992	1
"2324"	"opposed"	2	1990	0
"2325"	"not-opposed"	1	1994	1
"2326"	"opposed"	0	1992	1
"2327"	"not-opposed"	0	1991	0
"2328"	"not-opposed"	2	1991	1
"2329"	"opposed"	3	1991	1
"2330"	"opposed"	10	1996	1
"2331"	"not-opposed"	1	1991	0
"2332"	"not-opposed"	3	1992	0
"2333"	"opposed"	3	1992	1
"2334"	"not-opposed"	6	1992	0
"2335"	"not-opposed"	2	1991	0
"2336"	"not-opposed"	7	1990	0
"2337"	"not-opposed"	1	1993	0
"2338"	"not-opposed"	0	1993	0
"2339"	"opposed"	3	1992	1
"2340"	"opposed"	0	1992	1
"2341"	"not-opposed"	1	1992	1
"2342"	"not-opposed"	0	1990	1
"2343"	"not-opposed"	0	1990	1
"2344"	"opposed"	3	1993	1
"2345"	"opposed"	0	1992	1
"2346"	"not-opposed"	1	1991	1
"2347"	"not-opposed"	2	1990	1
"2348"	"opposed"	4	1991	1
"2349"	"not-opposed"	2	1995	0
"2350"	"not-opposed"	0	1993	1
"2351"	"opposed"	1	1992	0
"2352"	"not-opposed"	0	1992	0
"2353"	"opposed"	0	1994	1
"2354"	"opposed"	3	1993	1
"2355"	"not-opposed"	0	1991	1
"2356"	"opposed"	9	1994	1
"2357"	"not-opposed"	0	1992	1
"2358"	"not-opposed"	1	1993	0
"2359"	"not-opposed"	1	1992	0
"2360"	"opposed"	6	1993	0
"2361"	"not-opposed"	2	1993	0
"2362"	"not-opposed"	0	1992	1
"2363"	"opposed"	2	1991	1
"2364"	"opposed"	4	1992	1
"2365"	"opposed"	1	1991	1
"2366"	"opposed"	4	1993	1
"2367"	"opposed"	2	1992	1
"2368"	"opposed"	6	1994	0
"2369"	"opposed"	1	1991	1
"2370"	"opposed"	4	1992	1
"2371"	"not-opposed"	5	1991	1
"2372"	"not-opposed"	0	1992	1
"2373"	"opposed"	4	1991	1
"2374"	"not-opposed"	0	1991	0
"2375"	"opposed"	3	1991	0
"2376"	"opposed"	0	1990	1
"2377"	"opposed"	2	1989	1
"2378"	"opposed"	7	1988	1
"2379"	"not-opposed"	0	1992	0
"2380"	"not-opposed"	3	1991	1
"2381"	"opposed"	0	1990	1
"2382"	"opposed"	0	1993	0
"2383"	"opposed"	0	1990	0
"2384"	"not-opposed"	1	1992	1
"2385"	"not-opposed"	0	1990	0
"2386"	"opposed"	2	1989	0
"2387"	"not-opposed"	0	1989	0
"2388"	"opposed"	4	1990	0
"2389"	"not-opposed"	1	1991	0
"2390"	"not-opposed"	1	1991	0
"2391"	"opposed"	1	1992	1
"2392"	"opposed"	1	1990	0
"2393"	"not-opposed"	3	1992	0
"2394"	"opposed"	1	1990	1
"2395"	"not-opposed"	2	1991	0
"2396"	"not-opposed"	5	1995	1
"2397"	"not-opposed"	0	1992	1
"2398"	"not-opposed"	1	1992	1
"2399"	"opposed"	4	1991	0
"2400"	"opposed"	0	1990	0
"2401"	"opposed"	4	1991	1
"2402"	"not-opposed"	4	1994	0
"2403"	"opposed"	1	1991	0
"2404"	"opposed"	3	1990	0
"2405"	"not-opposed"	2	1990	0
"2406"	"opposed"	0	1992	0
"2407"	"opposed"	3	1991	0
"2408"	"opposed"	3	1991	0
"2409"	"opposed"	2	1989	1
"2410"	"not-opposed"	0	1992	0
"2411"	"not-opposed"	2	1994	1
"2412"	"not-opposed"	0	1991	0
"2413"	"not-opposed"	12	1991	0
"2414"	"not-opposed"	0	1994	0
"2415"	"opposed"	6	1992	0
"2416"	"opposed"	1	1991	1
"2417"	"not-opposed"	2	1990	1
"2418"	"opposed"	1	1990	1
"2419"	"not-opposed"	1	1991	1
"2420"	"opposed"	4	1990	1
"2421"	"not-opposed"	3	1992	1
"2422"	"not-opposed"	0	1992	1
"2423"	"not-opposed"	1	1991	0
"2424"	"opposed"	0	1993	0
"2425"	"opposed"	2	1991	1
"2426"	"opposed"	7	1992	1
"2427"	"opposed"	5	1992	1
"2428"	"opposed"	0	1992	1
"2429"	"opposed"	0	1989	1
"2430"	"opposed"	2	1992	1
"2431"	"not-opposed"	0	1992	1
"2432"	"not-opposed"	0	1990	0
"2433"	"opposed"	0	1991	1
"2434"	"not-opposed"	0	1990	1
"2435"	"opposed"	0	1990	1
"2436"	"opposed"	0	1992	1
"2437"	"not-opposed"	0	1989	0
"2438"	"opposed"	0	1992	1
"2439"	"not-opposed"	1	1991	1
"2440"	"opposed"	0	1990	1
"2441"	"not-opposed"	0	1989	0
"2442"	"not-opposed"	0	1993	1
"2443"	"not-opposed"	0	1992	0
"2445"	"opposed"	0	1990	0
"2446"	"opposed"	0	1993	1
"2447"	"not-opposed"	0	1993	0
"2448"	"opposed"	0	1990	1
"2449"	"not-opposed"	0	1993	1
"2450"	"not-opposed"	0	1996	0
"2451"	"not-opposed"	0	1991	1
"2452"	"opposed"	0	1993	1
"2453"	"opposed"	0	1992	0
"2454"	"not-opposed"	0	1993	0
"2455"	"opposed"	0	1992	1
"2456"	"not-opposed"	0	1996	1
"2457"	"opposed"	0	1993	1
"2458"	"not-opposed"	0	1991	1
"2459"	"opposed"	0	1992	1
"2460"	"opposed"	0	1990	1
"2461"	"opposed"	0	1992	0
"2462"	"opposed"	0	1996	1
"2463"	"opposed"	0	1990	1
"2464"	"not-opposed"	0	1990	0
"2465"	"not-opposed"	0	1991	1
"2466"	"opposed"	0	1994	1
"2467"	"not-opposed"	0	1991	0
"2468"	"not-opposed"	0	1992	1
"2469"	"not-opposed"	0	1992	1
"2470"	"not-opposed"	0	1991	1
"2471"	"not-opposed"	0	1993	1
"2472"	"opposed"	0	1994	0
"2473"	"not-opposed"	0	1994	1
"2474"	"opposed"	0	1992	0
"2475"	"opposed"	0	1992	1
"2476"	"not-opposed"	0	1992	0
"2477"	"not-opposed"	0	1993	0
"2478"	"opposed"	0	1993	0
"2479"	"opposed"	0	1990	0
"2480"	"not-opposed"	0	1992	1
"2481"	"not-opposed"	0	1992	0
"2482"	"opposed"	0	1991	1
"2483"	"opposed"	0	1992	1
"2484"	"not-opposed"	2	1992	0
"2485"	"opposed"	0	1991	1
"2486"	"opposed"	3	1990	1
"2487"	"opposed"	2	1992	1
"2488"	"not-opposed"	1	1995	0
"2489"	"not-opposed"	1	1993	0
"2490"	"not-opposed"	2	1993	0
"2491"	"not-opposed"	2	1992	0
"2492"	"opposed"	2	1994	1
"2493"	"not-opposed"	1	1990	0
"2494"	"not-opposed"	1	1994	0
"2495"	"not-opposed"	0	1992	0
"2496"	"not-opposed"	2	1995	0
"2497"	"opposed"	2	1992	1
"2498"	"not-opposed"	2	1992	1
"2499"	"not-opposed"	1	1992	0
"2500"	"not-opposed"	1	1993	0
"2501"	"not-opposed"	3	1990	0
"2502"	"not-opposed"	1	1995	0
"2503"	"not-opposed"	1	1990	1
"2504"	"not-opposed"	2	1993	0
"2505"	"not-opposed"	1	1993	0
"2506"	"not-opposed"	1	1992	0
"2507"	"not-opposed"	3	1994	1
"2508"	"not-opposed"	0	1991	1
"2509"	"opposed"	2	1995	0
"2510"	"not-opposed"	0	1995	1
"2511"	"not-opposed"	1	1992	1
"2512"	"opposed"	5	1993	0
"2513"	"not-opposed"	4	1993	0
"2514"	"not-opposed"	5	1993	1
"2515"	"not-opposed"	0	1992	0
"2516"	"opposed"	4	1994	0
"2517"	"not-opposed"	0	1992	0
"2518"	"opposed"	2	1991	1
"2519"	"not-opposed"	6	1993	0
"2520"	"not-opposed"	1	1992	0
"2521"	"not-opposed"	0	1991	0
"2522"	"not-opposed"	0	1993	0
"2523"	"opposed"	3	1991	0
"2524"	"not-opposed"	0	1993	0
"2526"	"not-opposed"	0	1991	0
"2527"	"opposed"	2	1990	0
"2528"	"opposed"	4	1991	1
"2529"	"not-opposed"	1	1991	0
"2530"	"not-opposed"	1	1992	0
"2531"	"opposed"	1	1991	1
"2532"	"not-opposed"	0	1992	0
"2533"	"not-opposed"	2	1992	0
"2534"	"not-opposed"	0	1991	0
"2535"	"opposed"	1	1994	1
"2536"	"not-opposed"	0	1992	0
"2537"	"opposed"	1	1993	0
"2538"	"not-opposed"	0	1992	1
"2539"	"not-opposed"	3	1995	0
"2540"	"not-opposed"	1	1993	0
"2541"	"not-opposed"	1	1990	1
"2542"	"not-opposed"	6	1992	0
"2543"	"not-opposed"	2	1990	0
"2544"	"not-opposed"	5	1991	1
"2545"	"not-opposed"	1	1996	1
"2546"	"not-opposed"	1	1993	0
"2547"	"opposed"	0	1991	1
"2548"	"not-opposed"	0	1993	0
"2549"	"not-opposed"	0	1992	0
"2550"	"opposed"	2	1994	0
"2551"	"opposed"	1	1991	1
"2552"	"not-opposed"	1	1993	0
"2553"	"opposed"	0	1993	0
"2554"	"not-opposed"	1	1993	0
"2555"	"opposed"	0	1991	1
"2556"	"opposed"	0	1990	1
"2557"	"not-opposed"	3	1993	1
"2558"	"not-opposed"	3	1993	0
"2559"	"opposed"	1	1993	0
"2560"	"not-opposed"	0	1992	0
"2561"	"not-opposed"	0	1992	1
"2562"	"opposed"	4	1993	0
"2563"	"opposed"	4	1992	0
"2564"	"not-opposed"	3	1993	0
"2565"	"not-opposed"	0	1992	1
"2566"	"not-opposed"	0	1993	0
"2567"	"not-opposed"	0	1993	0
"2568"	"opposed"	2	1993	0
"2569"	"not-opposed"	1	1993	1
"2570"	"not-opposed"	0	1993	0
"2571"	"opposed"	6	1993	1
"2572"	"not-opposed"	0	1992	0
"2573"	"opposed"	0	1993	0
"2574"	"not-opposed"	0	1992	0
"2575"	"not-opposed"	5	1992	0
"2576"	"not-opposed"	4	1993	0
"2577"	"opposed"	2	1992	0
"2578"	"not-opposed"	0	1993	0
"2579"	"not-opposed"	0	1993	0
"2580"	"opposed"	2	1991	0
"2581"	"not-opposed"	2	1994	0
"2582"	"not-opposed"	4	1993	0
"2583"	"opposed"	4	1993	0
"2584"	"not-opposed"	0	1992	1
"2585"	"not-opposed"	2	1992	0
"2586"	"not-opposed"	0	1993	1
"2587"	"not-opposed"	5	1993	0
"2588"	"not-opposed"	3	1993	1
"2589"	"opposed"	5	1994	0
"2590"	"opposed"	0	1992	0
"2591"	"not-opposed"	3	1992	1
"2592"	"not-opposed"	0	1990	0
"2593"	"not-opposed"	2	1992	0
"2594"	"not-opposed"	11	1994	1
"2595"	"not-opposed"	0	1991	1
"2596"	"opposed"	3	1992	1
"2597"	"not-opposed"	0	1990	1
"2598"	"not-opposed"	0	1995	0
"2599"	"not-opposed"	2	1992	1
"2600"	"not-opposed"	0	1993	0
"2601"	"not-opposed"	0	1990	0
"2602"	"not-opposed"	0	1994	0
"2603"	"not-opposed"	1	1993	0
"2604"	"not-opposed"	6	1993	0
"2605"	"opposed"	11	1993	1
"2606"	"not-opposed"	0	1993	0
"2607"	"not-opposed"	0	1992	1
"2608"	"opposed"	3	1991	0
"2609"	"not-opposed"	3	1995	0
"2610"	"not-opposed"	0	1992	0
"2611"	"not-opposed"	1	1991	0
"2612"	"not-opposed"	0	1994	1
"2613"	"not-opposed"	0	1994	0
"2614"	"not-opposed"	3	1992	1
"2615"	"not-opposed"	1	1992	0
"2616"	"opposed"	2	1993	0
"2617"	"opposed"	2	1994	0
"2618"	"not-opposed"	0	1994	0
"2619"	"opposed"	2	1993	0
"2620"	"not-opposed"	1	1991	1
"2621"	"not-opposed"	1	1993	1
"2622"	"not-opposed"	0	1994	0
"2623"	"opposed"	7	1992	1
"2624"	"opposed"	2	1991	0
"2625"	"opposed"	2	1991	1
"2626"	"not-opposed"	3	1994	0
"2627"	"not-opposed"	3	1992	1
"2628"	"not-opposed"	4	1993	1
"2629"	"not-opposed"	0	1993	0
"2630"	"not-opposed"	0	1991	0
"2631"	"not-opposed"	1	1993	0
"2632"	"not-opposed"	0	1993	1
"2633"	"opposed"	6	1994	1
"2634"	"not-opposed"	0	1993	0
"2635"	"not-opposed"	0	1992	1
"2636"	"opposed"	1	1992	1
"2637"	"not-opposed"	4	1992	0
"2638"	"not-opposed"	3	1992	1
"2639"	"not-opposed"	1	1992	1
"2640"	"not-opposed"	0	1993	0
"2641"	"opposed"	2	1993	1
"2642"	"opposed"	1	1992	1
"2643"	"not-opposed"	0	1992	0
"2644"	"not-opposed"	1	1992	0
"2645"	"opposed"	1	1992	1
"2646"	"opposed"	3	1992	0
"2647"	"opposed"	1	1992	0
"2648"	"opposed"	0	1993	1
"2649"	"opposed"	0	1993	1
"2650"	"opposed"	3	1991	1
"2651"	"not-opposed"	2	1993	1
"2652"	"not-opposed"	2	1994	0
"2653"	"not-opposed"	0	1992	1
"2654"	"not-opposed"	1	1992	0
"2655"	"not-opposed"	2	1992	0
"2656"	"not-opposed"	1	1993	0
"2657"	"not-opposed"	1	1991	0
"2658"	"not-opposed"	0	1993	0
"2659"	"not-opposed"	0	1991	0
"2660"	"opposed"	4	1991	1
"2661"	"not-opposed"	0	1994	0
"2662"	"not-opposed"	1	1996	0
"2663"	"not-opposed"	0	1992	0
"2664"	"not-opposed"	0	1992	0
"2665"	"not-opposed"	1	1993	0
"2666"	"not-opposed"	0	1992	0
"2667"	"opposed"	4	1993	1
"2668"	"not-opposed"	0	1991	1
"2669"	"opposed"	0	1991	1
"2670"	"not-opposed"	2	1991	0
"2671"	"not-opposed"	0	1993	0
"2672"	"not-opposed"	3	1992	0
"2673"	"opposed"	14	1993	1
"2674"	"not-opposed"	1	1994	0
"2675"	"opposed"	1	1993	1
"2676"	"not-opposed"	1	1994	1
"2677"	"not-opposed"	1	1993	0
"2678"	"not-opposed"	6	1993	0
"2679"	"not-opposed"	3	1993	0
"2680"	"opposed"	3	1993	1
"2681"	"opposed"	3	1992	1
"2682"	"opposed"	1	1993	1
"2683"	"opposed"	6	1991	1
"2684"	"not-opposed"	2	1991	0
"2685"	"not-opposed"	1	1993	0
"2686"	"not-opposed"	3	1991	0
"2687"	"not-opposed"	1	1992	0
"2688"	"not-opposed"	0	1991	0
"2689"	"not-opposed"	1	1991	0
"2690"	"not-opposed"	1	1993	0
"2691"	"opposed"	4	1995	1
"2692"	"opposed"	1	1991	0
"2693"	"not-opposed"	0	1991	0
"2694"	"not-opposed"	3	1994	0
"2695"	"opposed"	0	1991	1
"2696"	"not-opposed"	1	1992	1
"2697"	"not-opposed"	4	1992	1
"2698"	"not-opposed"	0	1992	0
"2699"	"not-opposed"	2	1993	1
"2700"	"not-opposed"	2	1991	1
"2701"	"not-opposed"	0	1995	0
"2702"	"opposed"	1	1993	0
"2703"	"not-opposed"	3	1993	0
"2704"	"not-opposed"	1	1994	0
"2705"	"not-opposed"	0	1993	0
"2706"	"opposed"	1	1991	1
"2707"	"not-opposed"	0	1991	0
"2708"	"opposed"	4	1991	1
"2709"	"not-opposed"	6	1990	1
"2710"	"opposed"	1	1993	0
"2711"	"not-opposed"	3	1994	0
"2712"	"opposed"	4	1991	1
"2713"	"opposed"	5	1993	0
"2714"	"opposed"	3	1996	1
"2715"	"opposed"	4	1993	0
"2716"	"not-opposed"	3	1992	1
"2717"	"not-opposed"	0	1991	1
"2718"	"opposed"	0	1992	0
"2719"	"not-opposed"	4	1996	1
"2720"	"opposed"	0	1992	1
"2721"	"opposed"	2	1992	1
"2722"	"not-opposed"	0	1992	0
"2723"	"opposed"	4	1994	0
"2725"	"not-opposed"	0	1992	1
"2726"	"opposed"	1	1993	0
"2727"	"not-opposed"	1	1993	0
"2728"	"opposed"	8	1992	0
"2729"	"not-opposed"	2	1992	0
"2730"	"not-opposed"	0	1993	1
"2731"	"opposed"	2	1996	0
"2732"	"not-opposed"	0	1994	0
"2733"	"opposed"	1	1993	1
"2734"	"not-opposed"	5	1992	0
"2735"	"opposed"	4	1993	1
"2736"	"not-opposed"	1	1993	0
"2737"	"not-opposed"	0	1993	0
"2738"	"opposed"	2	1992	0
"2739"	"not-opposed"	2	1993	1
"2740"	"not-opposed"	0	1994	0
"2741"	"not-opposed"	0	1992	1
"2742"	"not-opposed"	3	1990	1
"2743"	"not-opposed"	1	1992	1
"2744"	"not-opposed"	0	1991	1
"2745"	"opposed"	0	1994	0
"2746"	"opposed"	1	1992	1
"2747"	"not-opposed"	0	1993	1
"2748"	"not-opposed"	3	1992	0
"2749"	"not-opposed"	4	1993	0
"2750"	"not-opposed"	0	1992	0
"2751"	"not-opposed"	3	1995	0
"2752"	"not-opposed"	3	1993	0
"2753"	"not-opposed"	4	1995	0
"2754"	"not-opposed"	1	1991	1
"2755"	"not-opposed"	0	1993	0
"2756"	"not-opposed"	0	1992	1
"2757"	"not-opposed"	1	1992	1
"2758"	"opposed"	1	1991	1
"2759"	"opposed"	1	1992	1
"2760"	"not-opposed"	0	1992	1
"2761"	"opposed"	9	1994	0
"2762"	"not-opposed"	1	1993	0
"2763"	"not-opposed"	3	1995	0
"2764"	"not-opposed"	1	1994	0
"2765"	"not-opposed"	2	1993	0
"2766"	"opposed"	6	1993	1
"2767"	"not-opposed"	1	1992	1
"2768"	"not-opposed"	1	1993	1
"2769"	"opposed"	6	1995	1
"2770"	"opposed"	1	1993	1
"2771"	"not-opposed"	1	1991	0
"2772"	"not-opposed"	0	1993	0
"2773"	"not-opposed"	1	1992	0
"2774"	"not-opposed"	0	1991	1
"2775"	"not-opposed"	0	1992	1
"2776"	"not-opposed"	2	1995	0
"2777"	"opposed"	2	1994	1
"2778"	"opposed"	1	1992	1
"2779"	"not-opposed"	3	1996	1
"2780"	"not-opposed"	0	1994	0
"2781"	"not-opposed"	0	1993	1
"2782"	"not-opposed"	0	1994	0
"2783"	"not-opposed"	0	1993	0
"2784"	"opposed"	1	1992	1
"2785"	"not-opposed"	2	1993	1
"2786"	"not-opposed"	0	1994	0
"2787"	"opposed"	1	1992	0
"2788"	"not-opposed"	3	1993	0
"2789"	"not-opposed"	1	1995	1
"2790"	"not-opposed"	2	1994	0
"2791"	"not-opposed"	1	1991	0
"2792"	"not-opposed"	7	1991	1
"2793"	"opposed"	0	1993	0
"2794"	"not-opposed"	1	1992	1
"2795"	"opposed"	1	1993	1
"2797"	"opposed"	6	1995	1
"2798"	"not-opposed"	6	1993	0
"2799"	"not-opposed"	1	1993	1
"2800"	"not-opposed"	2	1993	0
"2801"	"opposed"	9	1994	1
"2802"	"not-opposed"	0	1993	1
"2803"	"not-opposed"	0	1993	1
"2804"	"not-opposed"	0	1994	0
"2805"	"opposed"	2	1993	1
"2806"	"opposed"	1	1992	1
"2807"	"opposed"	5	1994	1
"2808"	"opposed"	2	1993	0
"2809"	"not-opposed"	0	1992	1
"2810"	"opposed"	2	1992	1
"2811"	"not-opposed"	3	1994	0
"2812"	"opposed"	9	1991	0
"2813"	"opposed"	0	1991	1
"2814"	"not-opposed"	0	1993	0
"2815"	"opposed"	14	1993	0
"2816"	"opposed"	2	1994	1
"2817"	"opposed"	3	1995	1
"2818"	"opposed"	1	1992	0
"2819"	"opposed"	0	1991	0
"2820"	"not-opposed"	4	1992	0
"2821"	"opposed"	0	1993	0
"2822"	"not-opposed"	0	1993	0
"2823"	"opposed"	0	1994	1
"2824"	"not-opposed"	0	1993	0
"2825"	"opposed"	2	1991	0
"2826"	"not-opposed"	0	1991	0
"2827"	"not-opposed"	7	1995	0
"2828"	"opposed"	0	1990	1
"2829"	"opposed"	0	1990	1
"2830"	"not-opposed"	6	1992	1
"2831"	"not-opposed"	2	1992	0
"2832"	"opposed"	1	1992	1
"2833"	"not-opposed"	1	1991	0
"2834"	"not-opposed"	5	1995	0
"2835"	"not-opposed"	1	1993	0
"2836"	"not-opposed"	0	1993	0
"2837"	"not-opposed"	0	1991	0
"2838"	"not-opposed"	1	1990	0
"2839"	"not-opposed"	0	1992	0
"2840"	"not-opposed"	2	1991	0
"2841"	"not-opposed"	2	1992	0
"2842"	"opposed"	1	1993	0
"2843"	"opposed"	1	1993	0
"2844"	"opposed"	3	1991	0
"2845"	"not-opposed"	2	1991	0
"2846"	"opposed"	1	1993	1
"2847"	"opposed"	2	1993	1
"2848"	"opposed"	0	1991	1
"2849"	"not-opposed"	2	1992	0
"2850"	"not-opposed"	1	1996	0
"2851"	"not-opposed"	2	1990	0
"2852"	"not-opposed"	0	1993	0
"2853"	"not-opposed"	9	1991	1
"2854"	"not-opposed"	0	1991	1
"2855"	"not-opposed"	4	1992	0
"2856"	"opposed"	15	1994	1
"2857"	"not-opposed"	1	1994	1
"2858"	"opposed"	5	1992	1
"2859"	"not-opposed"	0	1990	1
"2860"	"not-opposed"	1	1993	1
"2861"	"opposed"	4	1995	1
"2862"	"not-opposed"	0	1993	1
"2863"	"not-opposed"	0	1991	1
"2864"	"not-opposed"	1	1993	0
"2865"	"not-opposed"	0	1991	0
"2866"	"not-opposed"	0	1991	0
"2867"	"not-opposed"	0	1992	1
"2868"	"not-opposed"	0	1992	1
"2869"	"not-opposed"	0	1993	1
"2870"	"not-opposed"	0	1994	0
"2871"	"opposed"	0	1992	1
"2872"	"opposed"	0	1991	1
"2873"	"opposed"	0	1991	0
"2874"	"opposed"	1	1992	1
"2875"	"not-opposed"	0	1992	0
"2876"	"opposed"	0	1991	1
"2877"	"not-opposed"	0	1990	0
"2878"	"not-opposed"	0	1991	1
"2879"	"opposed"	0	1990	0
"2880"	"not-opposed"	0	1992	0
"2882"	"opposed"	0	1993	1
"2883"	"opposed"	0	1991	1
"2884"	"opposed"	0	1992	1
"2885"	"not-opposed"	0	1993	0
"2886"	"opposed"	0	1994	1
"2887"	"opposed"	0	1992	1
"2888"	"opposed"	0	1994	1
"2889"	"opposed"	0	1995	1
"2890"	"opposed"	0	1993	1
"2891"	"not-opposed"	3	1996	0
"2892"	"opposed"	0	1994	1
"2893"	"opposed"	0	1994	1
"2894"	"opposed"	0	1992	1
"2895"	"not-opposed"	0	1993	0
"2896"	"opposed"	0	1993	1
"2897"	"opposed"	0	1992	1
"2898"	"not-opposed"	0	1991	1
"2899"	"opposed"	0	1994	1
"2900"	"opposed"	0	1991	1
"2901"	"not-opposed"	0	1993	1
"2902"	"opposed"	0	1991	1
"2903"	"not-opposed"	0	1992	1
"2904"	"not-opposed"	0	1991	1
"2905"	"not-opposed"	0	1993	1
"2906"	"opposed"	0	1994	1
"2907"	"not-opposed"	0	1991	0
"2908"	"opposed"	0	1993	1
"2909"	"opposed"	0	1992	0
"2910"	"not-opposed"	0	1992	0
"2911"	"opposed"	0	1994	1
"2912"	"opposed"	0	1994	1
"2913"	"opposed"	0	1993	1
"2914"	"not-opposed"	0	1995	1
"2915"	"opposed"	0	1993	1
"2916"	"opposed"	0	1993	1
"2918"	"not-opposed"	0	1992	0
"2919"	"not-opposed"	0	1992	1
"2920"	"not-opposed"	0	1996	0
"2921"	"opposed"	0	1993	1
"2922"	"opposed"	0	1994	1
"2923"	"not-opposed"	0	1992	1
"2924"	"not-opposed"	0	1993	0
"2925"	"opposed"	0	1993	1
"2926"	"opposed"	0	1994	0
"2927"	"not-opposed"	0	1992	0
"2928"	"not-opposed"	0	1992	1
"2929"	"opposed"	3	1992	1
"2930"	"not-opposed"	0	1993	1
"2931"	"opposed"	0	1992	1
"2932"	"not-opposed"	0	1997	0
"2933"	"opposed"	0	1993	1
"2934"	"opposed"	0	1995	0
"2935"	"opposed"	0	1993	1
"2936"	"not-opposed"	0	1993	0
"2937"	"not-opposed"	0	1991	1
"2938"	"not-opposed"	0	1990	0
"2939"	"opposed"	0	1992	1
"2940"	"not-opposed"	0	1996	1
"2941"	"not-opposed"	0	1993	0
"2942"	"opposed"	0	1993	0
"2943"	"opposed"	0	1995	1
"2944"	"opposed"	0	1992	1
"2945"	"not-opposed"	0	1993	1
"2946"	"not-opposed"	0	1993	1
"2947"	"opposed"	0	1994	1
"2948"	"opposed"	0	1995	0
"2949"	"opposed"	0	1996	1
"2950"	"not-opposed"	0	1992	1
"2951"	"opposed"	0	1993	0
"2952"	"opposed"	0	1993	0
"2953"	"not-opposed"	0	1994	0
"2954"	"not-opposed"	1	1995	0
"2955"	"opposed"	4	1991	1
"2956"	"opposed"	1	1992	1
"2957"	"not-opposed"	3	1991	1
"2958"	"opposed"	6	1993	1
"2959"	"not-opposed"	0	1995	0
"2960"	"not-opposed"	3	1996	0
"2961"	"not-opposed"	1	1994	0
"2962"	"not-opposed"	3	1994	0
"2963"	"opposed"	7	1995	0
"2964"	"not-opposed"	1	1996	0
"2965"	"opposed"	0	1994	0
"2966"	"not-opposed"	0	1992	1
"2967"	"not-opposed"	1	1996	0
"2968"	"not-opposed"	0	1991	1
"2969"	"not-opposed"	0	1992	1
"2970"	"not-opposed"	0	1994	0
"2971"	"opposed"	9	1992	1
"2972"	"not-opposed"	2	1993	0
"2973"	"not-opposed"	0	1994	1
"2974"	"opposed"	1	1996	1
"2975"	"not-opposed"	0	1993	0
"2976"	"opposed"	0	1992	1
"2977"	"not-opposed"	1	1993	0
"2978"	"opposed"	0	1990	1
"2979"	"not-opposed"	0	1991	0
"2980"	"not-opposed"	0	1995	0
"2981"	"opposed"	0	1992	0
"2982"	"not-opposed"	1	1993	1
"2983"	"not-opposed"	3	1995	0
"2984"	"opposed"	0	1991	1
"2985"	"opposed"	0	1994	0
"2986"	"not-opposed"	0	1993	1
"2987"	"not-opposed"	0	1995	1
"2988"	"not-opposed"	1	1993	0
"2989"	"not-opposed"	0	1995	0
"2990"	"not-opposed"	0	1993	0
"2991"	"not-opposed"	3	1994	0
"2992"	"not-opposed"	2	1994	0
"2993"	"opposed"	3	1993	0
"2994"	"opposed"	5	1992	0
"2995"	"opposed"	1	1992	0
"2996"	"not-opposed"	0	1994	0
"2997"	"not-opposed"	0	1993	0
"2998"	"not-opposed"	0	1996	0
"2999"	"not-opposed"	0	1992	1
"3000"	"not-opposed"	0	1991	1
"3001"	"opposed"	3	1992	1
"3002"	"not-opposed"	0	1995	1
"3003"	"not-opposed"	2	1993	0
"3004"	"not-opposed"	2	1993	1
"3005"	"not-opposed"	1	1995	0
"3006"	"not-opposed"	3	1991	1
"3007"	"not-opposed"	2	1995	1
"3008"	"opposed"	10	1993	0
"3009"	"not-opposed"	2	1993	0
"3010"	"not-opposed"	2	1990	1
"3011"	"opposed"	0	1994	0
"3012"	"not-opposed"	0	1993	0
